Category,Order Date,Sales Target,Segment
Furniture,4/25/2013,"1,206.44",Home Office
Office Supplies,4/25/2013,3.94,Consumer
Office Supplies,4/25/2013,16.61,Home Office
Technology,4/25/2013,225.07,Home Office
Office Supplies,4/26/2013,23.83,Consumer
Technology,4/26/2013,86.94,Consumer
Furniture,4/27/2013,386.83,Home Office
Furniture,4/29/2013,26.7,Consumer
Furniture,4/29/2013,40.32,Corporate
Office Supplies,4/29/2013,13.51,Corporate
Office Supplies,4/29/2013,27.41,Home Office
Technology,4/29/2013,399.14,Corporate
Furniture,5/1/2013,113.01,Corporate
Furniture,5/1/2013,24.42,Home Office
Office Supplies,5/1/2013,8.25,Consumer
Furniture,5/2/2013,407.68,Consumer
Office Supplies,5/2/2013,161.97,Consumer
Furniture,5/3/2013,487.34,Consumer
Furniture,5/3/2013,206.81,Corporate
Office Supplies,5/3/2013,194.3,Consumer
Office Supplies,5/3/2013,113.92,Corporate
Furniture,5/4/2013,45.73,Consumer
Office Supplies,5/4/2013,231.85,Consumer
Technology,5/4/2013,852.59,Consumer
Furniture,5/6/2013,332.46,Consumer
Furniture,5/6/2013,"1,803.89",Corporate
Office Supplies,5/6/2013,80.71,Consumer
Office Supplies,5/6/2013,18.67,Corporate
Office Supplies,5/6/2013,89.31,Home Office
Technology,5/6/2013,453.3,Home Office
Furniture,5/7/2013,39.1,Consumer
Furniture,5/7/2013,55.26,Home Office
Office Supplies,5/7/2013,2.95,Consumer
Office Supplies,5/7/2013,113.49,Home Office
Technology,5/7/2013,26.44,Consumer
Furniture,5/8/2013,546.96,Consumer
Office Supplies,5/8/2013,142.6,Consumer
Technology,5/8/2013,"4,451.89",Consumer
Furniture,5/9/2013,207.72,Corporate
Office Supplies,5/9/2013,"1,038.07",Consumer
Technology,5/9/2013,54.63,Consumer
Office Supplies,5/10/2013,104.91,Consumer
Office Supplies,5/10/2013,"1,035.37",Corporate
Office Supplies,5/10/2013,8.8,Home Office
Technology,5/10/2013,105.2,Consumer
Office Supplies,5/11/2013,20.94,Consumer
Technology,5/11/2013,736.55,Home Office
Office Supplies,5/12/2013,5.26,Consumer
Furniture,5/13/2013,10.12,Corporate
Office Supplies,5/13/2013,58.48,Consumer
Office Supplies,5/13/2013,96.13,Corporate
Technology,5/13/2013,126,Consumer
Technology,5/13/2013,556.12,Corporate
Furniture,5/15/2013,80.18,Consumer
Furniture,5/15/2013,27.78,Corporate
Office Supplies,5/15/2013,123.09,Corporate
Technology,5/15/2013,208.51,Corporate
Office Supplies,5/16/2013,38.98,Consumer
Office Supplies,5/16/2013,563.17,Home Office
Furniture,5/17/2013,285.67,Consumer
Office Supplies,5/17/2013,585.67,Consumer
Furniture,5/18/2013,180.18,Consumer
Office Supplies,5/18/2013,127.16,Consumer
Office Supplies,5/18/2013,28.47,Corporate
Office Supplies,5/19/2013,113.66,Consumer
Furniture,5/20/2013,609.99,Consumer
Office Supplies,5/20/2013,775.37,Consumer
Office Supplies,5/20/2013,103.38,Corporate
Furniture,5/21/2013,891.82,Home Office
Office Supplies,5/21/2013,2.51,Consumer
Office Supplies,5/21/2013,61.66,Home Office
Technology,5/21/2013,"1,186.65",Consumer
Office Supplies,5/22/2013,174.33,Corporate
Technology,5/22/2013,112.94,Consumer
Technology,5/22/2013,"2,468.29",Corporate
Furniture,5/23/2013,191.71,Consumer
Office Supplies,5/23/2013,634.01,Consumer
Technology,5/23/2013,732.98,Consumer
Technology,5/23/2013,202.37,Corporate
Furniture,5/24/2013,32.97,Consumer
Office Supplies,5/24/2013,18.33,Consumer
Office Supplies,5/24/2013,4.58,Home Office
Technology,5/24/2013,"9,347.03",Consumer
Office Supplies,5/25/2013,294.42,Home Office
Furniture,5/26/2013,27.21,Home Office
Office Supplies,5/26/2013,"1,351.36",Home Office
Furniture,5/27/2013,903.79,Consumer
Office Supplies,5/27/2013,103.66,Consumer
Office Supplies,5/27/2013,203.37,Corporate
Technology,5/27/2013,634.19,Consumer
Technology,5/27/2013,49.84,Corporate
Furniture,5/28/2013,28.3,Consumer
Furniture,5/28/2013,"3,434.80",Corporate
Office Supplies,5/28/2013,"1,179.67",Consumer
Office Supplies,5/28/2013,431.15,Corporate
Furniture,5/29/2013,405.88,Corporate
Office Supplies,5/29/2013,705.84,Consumer
Office Supplies,5/29/2013,110.07,Corporate
Technology,5/29/2013,717.6,Consumer
Technology,5/29/2013,300.72,Home Office
Furniture,5/30/2013,48.79,Consumer
Office Supplies,5/30/2013,40.78,Consumer
Technology,5/30/2013,832.96,Consumer
Furniture,5/31/2013,"3,115.11",Corporate
Furniture,5/31/2013,52.14,Home Office
Office Supplies,5/31/2013,122.11,Consumer
Office Supplies,5/31/2013,138.8,Corporate
Office Supplies,5/31/2013,"1,159.58",Home Office
Technology,5/31/2013,331.27,Consumer
Technology,5/31/2013,"2,990.30",Corporate
Technology,5/31/2013,131.03,Home Office
Furniture,6/1/2013,205.29,Consumer
Office Supplies,6/1/2013,39.62,Consumer
Technology,6/1/2013,172.51,Consumer
Office Supplies,6/3/2013,140.48,Corporate
Furniture,6/4/2013,76.78,Corporate
Furniture,6/5/2013,794.33,Consumer
Office Supplies,6/5/2013,114.22,Consumer
Technology,6/5/2013,"1,423.29",Consumer
Office Supplies,6/6/2013,433.63,Consumer
Office Supplies,6/6/2013,58.31,Corporate
Office Supplies,6/6/2013,144.06,Home Office
Furniture,6/7/2013,494.06,Consumer
Office Supplies,6/7/2013,819.86,Consumer
Office Supplies,6/7/2013,92.86,Corporate
Office Supplies,6/7/2013,109.76,Home Office
Technology,6/7/2013,772.55,Consumer
Technology,6/7/2013,"3,281.49",Home Office
Office Supplies,6/8/2013,51.56,Home Office
Furniture,6/10/2013,112.56,Consumer
Furniture,6/10/2013,755.3,Home Office
Technology,6/10/2013,838.25,Consumer
Furniture,6/11/2013,"1,442.53",Consumer
Office Supplies,6/11/2013,81.32,Consumer
Furniture,6/12/2013,893.68,Consumer
Furniture,6/12/2013,13.55,Corporate
Office Supplies,6/12/2013,72.72,Consumer
Office Supplies,6/12/2013,9.62,Corporate
Technology,6/12/2013,604.74,Consumer
Furniture,6/13/2013,47.98,Consumer
Furniture,6/13/2013,378.63,Home Office
Office Supplies,6/13/2013,551.86,Consumer
Office Supplies,6/13/2013,477.81,Corporate
Office Supplies,6/13/2013,416.9,Home Office
Technology,6/13/2013,67.36,Consumer
Technology,6/13/2013,967.66,Home Office
Office Supplies,6/14/2013,57.19,Consumer
Technology,6/14/2013,415.77,Home Office
Furniture,6/15/2013,"2,855.67",Corporate
Furniture,6/15/2013,650.45,Home Office
Office Supplies,6/15/2013,41.93,Consumer
Office Supplies,6/15/2013,15.52,Home Office
Technology,6/15/2013,16.43,Consumer
Technology,6/15/2013,24.9,Home Office
Office Supplies,6/16/2013,156.14,Consumer
Office Supplies,6/17/2013,51.34,Consumer
Technology,6/17/2013,82.33,Home Office
Furniture,6/18/2013,"1,360.91",Consumer
Furniture,6/18/2013,391.94,Corporate
Office Supplies,6/18/2013,679.7,Consumer
Office Supplies,6/18/2013,17.27,Corporate
Technology,6/18/2013,26.1,Consumer
Technology,6/18/2013,481.92,Corporate
Office Supplies,6/19/2013,83.01,Consumer
Office Supplies,6/19/2013,479.03,Corporate
Office Supplies,6/20/2013,14.89,Corporate
Furniture,6/21/2013,177.72,Consumer
Furniture,6/21/2013,53.07,Corporate
Office Supplies,6/21/2013,255.64,Consumer
Office Supplies,6/21/2013,51.69,Corporate
Office Supplies,6/21/2013,500.36,Home Office
Technology,6/21/2013,69.47,Consumer
Technology,6/21/2013,99.78,Corporate
Furniture,6/22/2013,360.64,Consumer
Office Supplies,6/22/2013,200.43,Consumer
Office Supplies,6/22/2013,0.76,Corporate
Office Supplies,6/24/2013,"1,386.97",Consumer
Technology,6/24/2013,741.62,Consumer
Office Supplies,6/25/2013,363.6,Consumer
Office Supplies,6/25/2013,9.32,Corporate
Technology,6/25/2013,"4,361.24",Consumer
Furniture,6/26/2013,113.24,Consumer
Furniture,6/26/2013,430.5,Corporate
Office Supplies,6/26/2013,58.99,Consumer
Office Supplies,6/26/2013,298.29,Corporate
Furniture,6/27/2013,21.7,Consumer
Furniture,6/27/2013,32.83,Corporate
Office Supplies,6/27/2013,16.39,Consumer
Office Supplies,6/27/2013,838.4,Corporate
Office Supplies,6/27/2013,591.81,Home Office
Technology,6/27/2013,140.03,Consumer
Technology,6/27/2013,165.76,Corporate
Technology,6/27/2013,11.85,Home Office
Furniture,6/28/2013,534.26,Corporate
Office Supplies,6/28/2013,32.22,Corporate
Technology,6/28/2013,209.65,Consumer
Furniture,6/29/2013,115.86,Consumer
Office Supplies,6/29/2013,325.59,Consumer
Office Supplies,6/29/2013,40.49,Corporate
Technology,6/29/2013,377.97,Consumer
Office Supplies,6/30/2013,168.85,Consumer
Furniture,7/1/2013,"1,266.86",Consumer
Office Supplies,7/1/2013,34.53,Consumer
Technology,7/1/2013,53.13,Home Office
Office Supplies,7/2/2013,75.24,Consumer
Office Supplies,7/2/2013,102.68,Home Office
Technology,7/2/2013,"1,576.71",Home Office
Furniture,7/3/2013,788.74,Corporate
Office Supplies,7/3/2013,7.62,Consumer
Office Supplies,7/3/2013,44.38,Corporate
Office Supplies,7/4/2013,17.94,Consumer
Office Supplies,7/4/2013,888.93,Corporate
Furniture,7/5/2013,"1,134.97",Consumer
Furniture,7/5/2013,24.38,Home Office
Office Supplies,7/5/2013,63.97,Consumer
Technology,7/5/2013,249.46,Home Office
Furniture,7/8/2013,473.4,Consumer
Furniture,7/8/2013,288.57,Corporate
Office Supplies,7/8/2013,103.56,Consumer
Office Supplies,7/8/2013,68.31,Corporate
Office Supplies,7/8/2013,24.46,Home Office
Technology,7/8/2013,"2,715.96",Consumer
Technology,7/8/2013,61.79,Home Office
Furniture,7/9/2013,682.77,Consumer
Office Supplies,7/9/2013,87.72,Consumer
Office Supplies,7/9/2013,52.7,Corporate
Technology,7/9/2013,829.43,Consumer
Technology,7/9/2013,794.55,Corporate
Furniture,7/10/2013,538.89,Corporate
Office Supplies,7/11/2013,559.95,Consumer
Office Supplies,7/11/2013,48.44,Home Office
Technology,7/11/2013,294.11,Corporate
Technology,7/13/2013,102.46,Corporate
Furniture,7/15/2013,86.68,Consumer
Furniture,7/15/2013,590.72,Corporate
Office Supplies,7/15/2013,408.68,Consumer
Office Supplies,7/15/2013,103.94,Corporate
Technology,7/15/2013,542.54,Consumer
Technology,7/15/2013,399.91,Corporate
Furniture,7/16/2013,244.1,Corporate
Office Supplies,7/16/2013,97.08,Corporate
Office Supplies,7/16/2013,39.07,Home Office
Furniture,7/17/2013,8.79,Corporate
Office Supplies,7/17/2013,6.31,Consumer
Office Supplies,7/17/2013,164.2,Corporate
Technology,7/17/2013,663.89,Consumer
Technology,7/17/2013,80.54,Corporate
Furniture,7/18/2013,34.57,Consumer
Office Supplies,7/18/2013,853.86,Consumer
Office Supplies,7/18/2013,254.56,Corporate
Technology,7/18/2013,422.23,Consumer
Technology,7/18/2013,519.39,Corporate
Furniture,7/19/2013,"1,539.17",Corporate
Office Supplies,7/19/2013,822.19,Corporate
Office Supplies,7/19/2013,345.22,Home Office
Technology,7/19/2013,73.72,Consumer
Furniture,7/20/2013,600.72,Consumer
Office Supplies,7/20/2013,457.82,Consumer
Technology,7/20/2013,430.21,Home Office
Technology,7/21/2013,89.95,Consumer
Furniture,7/22/2013,309.33,Consumer
Office Supplies,7/22/2013,5.95,Consumer
Office Supplies,7/22/2013,683,Corporate
Furniture,7/23/2013,10.83,Consumer
Furniture,7/23/2013,29.34,Corporate
Office Supplies,7/23/2013,949.08,Consumer
Office Supplies,7/23/2013,102.23,Corporate
Office Supplies,7/23/2013,81.89,Home Office
Technology,7/23/2013,119.85,Consumer
Office Supplies,7/24/2013,199.58,Consumer
Office Supplies,7/24/2013,51.84,Corporate
Office Supplies,7/24/2013,12.44,Home Office
Technology,7/24/2013,107.08,Consumer
Technology,7/24/2013,244.24,Corporate
Furniture,7/25/2013,236,Corporate
Office Supplies,7/25/2013,67.34,Consumer
Furniture,7/26/2013,"3,206.48",Consumer
Furniture,7/26/2013,493.77,Corporate
Office Supplies,7/26/2013,186.6,Consumer
Office Supplies,7/26/2013,305.43,Corporate
Office Supplies,7/26/2013,59.64,Home Office
Technology,7/26/2013,"1,511.97",Consumer
Technology,7/26/2013,409.15,Corporate
Furniture,7/29/2013,186.32,Consumer
Furniture,7/29/2013,301.23,Home Office
Office Supplies,7/29/2013,"1,202.40",Consumer
Office Supplies,7/29/2013,132.97,Home Office
Office Supplies,7/30/2013,785.78,Consumer
Office Supplies,7/30/2013,83.94,Corporate
Office Supplies,7/31/2013,"1,066.79",Consumer
Office Supplies,7/31/2013,651.23,Corporate
Office Supplies,7/31/2013,9.17,Home Office
Furniture,8/1/2013,240.19,Consumer
Furniture,8/1/2013,811.34,Corporate
Office Supplies,8/1/2013,305.79,Consumer
Technology,8/1/2013,724.75,Consumer
Furniture,8/2/2013,18.35,Consumer
Office Supplies,8/2/2013,61.02,Corporate
Technology,8/2/2013,"1,070.92",Corporate
Furniture,8/3/2013,124.18,Corporate
Office Supplies,8/3/2013,10.66,Corporate
Technology,8/3/2013,300.22,Corporate
Office Supplies,8/4/2013,77.46,Consumer
Technology,8/4/2013,147.21,Consumer
Furniture,8/5/2013,101.02,Home Office
Office Supplies,8/5/2013,4.34,Consumer
Office Supplies,8/5/2013,29.79,Corporate
Office Supplies,8/5/2013,53.42,Home Office
Technology,8/5/2013,314.48,Corporate
Office Supplies,8/6/2013,185.23,Corporate
Office Supplies,8/7/2013,39.49,Consumer
Office Supplies,8/7/2013,62.37,Corporate
Technology,8/7/2013,196.39,Consumer
Technology,8/8/2013,197.97,Corporate
Furniture,8/9/2013,446.33,Home Office
Office Supplies,8/9/2013,71.14,Consumer
Office Supplies,8/9/2013,452.79,Home Office
Office Supplies,8/10/2013,648.38,Consumer
Office Supplies,8/10/2013,14.92,Home Office
Technology,8/10/2013,42.1,Consumer
Office Supplies,8/12/2013,165.48,Home Office
Furniture,8/13/2013,190.32,Consumer
Furniture,8/13/2013,601.65,Corporate
Furniture,8/13/2013,131.19,Home Office
Office Supplies,8/13/2013,"1,453.73",Consumer
Office Supplies,8/13/2013,39.55,Home Office
Technology,8/13/2013,"1,315.95",Consumer
Furniture,8/14/2013,215.34,Corporate
Office Supplies,8/14/2013,396.79,Consumer
Office Supplies,8/14/2013,7.75,Corporate
Technology,8/14/2013,66.22,Consumer
Office Supplies,8/15/2013,28.29,Consumer
Technology,8/15/2013,109.77,Consumer
Technology,8/15/2013,739.82,Corporate
Furniture,8/16/2013,483.59,Consumer
Office Supplies,8/16/2013,182.9,Consumer
Office Supplies,8/16/2013,3.4,Corporate
Technology,8/16/2013,775.32,Consumer
Technology,8/16/2013,66.22,Corporate
Furniture,8/17/2013,159.67,Corporate
Office Supplies,8/17/2013,42.83,Consumer
Office Supplies,8/18/2013,13.67,Consumer
Furniture,8/19/2013,14.3,Home Office
Office Supplies,8/19/2013,85.91,Consumer
Office Supplies,8/19/2013,323.34,Corporate
Technology,8/19/2013,35.99,Corporate
Office Supplies,8/20/2013,466.74,Consumer
Technology,8/21/2013,14.93,Home Office
Furniture,8/22/2013,567.44,Consumer
Furniture,8/22/2013,"2,800.44",Corporate
Furniture,8/22/2013,709.3,Home Office
Office Supplies,8/22/2013,98.06,Corporate
Office Supplies,8/22/2013,36.52,Home Office
Technology,8/22/2013,371.34,Corporate
Furniture,8/23/2013,100.29,Home Office
Office Supplies,8/23/2013,293.09,Consumer
Office Supplies,8/23/2013,25.45,Corporate
Furniture,8/24/2013,506.07,Consumer
Furniture,8/24/2013,21.03,Home Office
Office Supplies,8/24/2013,215.79,Consumer
Office Supplies,8/24/2013,"1,080.53",Corporate
Office Supplies,8/24/2013,788.95,Home Office
Technology,8/24/2013,728.71,Consumer
Technology,8/24/2013,648.33,Home Office
Furniture,8/27/2013,634.38,Consumer
Furniture,8/27/2013,"2,601.57",Corporate
Office Supplies,8/27/2013,207.15,Consumer
Office Supplies,8/27/2013,178.03,Corporate
Technology,8/27/2013,745.14,Consumer
Technology,8/27/2013,530.19,Corporate
Technology,8/27/2013,43.65,Home Office
Furniture,8/28/2013,220.15,Consumer
Office Supplies,8/28/2013,331.23,Consumer
Office Supplies,8/28/2013,98.13,Corporate
Technology,8/28/2013,64.77,Consumer
Furniture,8/29/2013,146.99,Consumer
Office Supplies,8/29/2013,40.58,Consumer
Office Supplies,8/29/2013,17.14,Corporate
Technology,8/29/2013,92.29,Consumer
Furniture,8/30/2013,389.57,Corporate
Office Supplies,8/30/2013,15.34,Corporate
Office Supplies,8/30/2013,100.95,Home Office
Technology,8/30/2013,122.7,Home Office
Furniture,8/31/2013,825.45,Consumer
Office Supplies,8/31/2013,171.08,Consumer
Technology,8/31/2013,605.62,Consumer
Office Supplies,9/1/2013,22.77,Consumer
Furniture,9/2/2013,172.64,Consumer
Office Supplies,9/2/2013,426.91,Consumer
Office Supplies,9/2/2013,75.26,Corporate
Office Supplies,9/2/2013,"4,622.46",Home Office
Technology,9/2/2013,495.14,Consumer
Technology,9/2/2013,21.35,Corporate
Technology,9/2/2013,6.99,Home Office
Furniture,9/3/2013,"1,322.29",Consumer
Furniture,9/3/2013,91.86,Home Office
Office Supplies,9/3/2013,558.46,Consumer
Office Supplies,9/3/2013,51.28,Home Office
Technology,9/3/2013,"4,734.73",Consumer
Technology,9/3/2013,156.37,Home Office
Furniture,9/4/2013,597.54,Consumer
Furniture,9/4/2013,73.88,Home Office
Office Supplies,9/4/2013,138.58,Consumer
Office Supplies,9/4/2013,161.41,Corporate
Office Supplies,9/4/2013,993.08,Home Office
Technology,9/4/2013,252.7,Home Office
Furniture,9/5/2013,126.89,Consumer
Office Supplies,9/5/2013,754.48,Consumer
Office Supplies,9/5/2013,497.93,Corporate
Technology,9/5/2013,"2,771.92",Consumer
Furniture,9/6/2013,"3,160.62",Consumer
Furniture,9/6/2013,424.7,Corporate
Office Supplies,9/6/2013,842.28,Consumer
Office Supplies,9/6/2013,48.45,Corporate
Office Supplies,9/6/2013,225.09,Home Office
Technology,9/6/2013,425.9,Consumer
Technology,9/6/2013,169.18,Corporate
Furniture,9/7/2013,780.14,Consumer
Office Supplies,9/7/2013,113.24,Consumer
Office Supplies,9/7/2013,107.82,Corporate
Technology,9/7/2013,28.99,Consumer
Technology,9/7/2013,319.7,Corporate
Furniture,9/9/2013,"2,720.89",Consumer
Furniture,9/9/2013,160.02,Home Office
Office Supplies,9/9/2013,550.58,Consumer
Office Supplies,9/9/2013,73.89,Corporate
Office Supplies,9/9/2013,315.95,Home Office
Technology,9/9/2013,88.11,Consumer
Technology,9/9/2013,64.16,Corporate
Furniture,9/10/2013,15.76,Home Office
Office Supplies,9/10/2013,67.18,Consumer
Furniture,9/11/2013,264.82,Consumer
Office Supplies,9/11/2013,428.42,Consumer
Office Supplies,9/11/2013,119.02,Home Office
Technology,9/11/2013,791.96,Consumer
Technology,9/11/2013,488.5,Corporate
Office Supplies,9/12/2013,454.08,Consumer
Office Supplies,9/12/2013,35.41,Corporate
Office Supplies,9/12/2013,65.34,Home Office
Technology,9/12/2013,"4,499.67",Consumer
Technology,9/12/2013,670.63,Corporate
Furniture,9/13/2013,"1,437.06",Corporate
Furniture,9/13/2013,72.33,Home Office
Office Supplies,9/13/2013,36.75,Consumer
Office Supplies,9/13/2013,169.43,Corporate
Technology,9/13/2013,22.36,Corporate
Technology,9/13/2013,160.18,Home Office
Furniture,9/14/2013,"1,149.34",Consumer
Office Supplies,9/14/2013,772.53,Consumer
Technology,9/14/2013,188.92,Consumer
Office Supplies,9/15/2013,680.3,Consumer
Office Supplies,9/15/2013,25.14,Home Office
Technology,9/15/2013,442.23,Consumer
Furniture,9/16/2013,"1,105.82",Corporate
Office Supplies,9/16/2013,120.78,Consumer
Office Supplies,9/16/2013,939.56,Corporate
Furniture,9/17/2013,251.77,Corporate
Furniture,9/17/2013,103.51,Home Office
Office Supplies,9/17/2013,16.61,Corporate
Office Supplies,9/17/2013,12.31,Home Office
Furniture,9/18/2013,185.98,Consumer
Furniture,9/18/2013,118.24,Corporate
Furniture,9/18/2013,125.28,Home Office
Office Supplies,9/18/2013,506.69,Consumer
Office Supplies,9/18/2013,56.98,Corporate
Office Supplies,9/18/2013,12.44,Home Office
Technology,9/18/2013,356.4,Consumer
Technology,9/18/2013,531.89,Corporate
Technology,9/18/2013,89.75,Home Office
Furniture,9/19/2013,"1,240.06",Consumer
Furniture,9/19/2013,"2,174.06",Corporate
Office Supplies,9/19/2013,858.81,Consumer
Office Supplies,9/19/2013,379.98,Corporate
Technology,9/19/2013,223.19,Consumer
Furniture,9/20/2013,"1,631.31",Home Office
Office Supplies,9/20/2013,222.72,Consumer
Office Supplies,9/20/2013,8.66,Corporate
Office Supplies,9/20/2013,"1,641.87",Home Office
Technology,9/20/2013,272.45,Consumer
Furniture,9/21/2013,98.16,Corporate
Furniture,9/21/2013,170.44,Home Office
Office Supplies,9/21/2013,424.49,Consumer
Office Supplies,9/21/2013,485.21,Corporate
Furniture,9/23/2013,96.13,Corporate
Furniture,9/23/2013,14.08,Home Office
Office Supplies,9/23/2013,97.18,Consumer
Office Supplies,9/23/2013,40.78,Corporate
Office Supplies,9/23/2013,204.65,Home Office
Technology,9/23/2013,102.88,Consumer
Technology,9/23/2013,63.94,Corporate
Furniture,9/24/2013,365.28,Consumer
Furniture,9/24/2013,652.88,Corporate
Furniture,9/24/2013,26.88,Home Office
Office Supplies,9/24/2013,115.89,Consumer
Office Supplies,9/24/2013,54.24,Corporate
Office Supplies,9/24/2013,32.95,Home Office
Furniture,9/25/2013,294.65,Consumer
Furniture,9/25/2013,651.5,Corporate
Furniture,9/25/2013,20.37,Home Office
Office Supplies,9/25/2013,13.89,Consumer
Office Supplies,9/25/2013,839.24,Corporate
Office Supplies,9/25/2013,500.83,Home Office
Furniture,9/26/2013,814.96,Consumer
Furniture,9/26/2013,770.71,Corporate
Office Supplies,9/26/2013,688.52,Consumer
Office Supplies,9/26/2013,92.45,Corporate
Technology,9/26/2013,466.99,Consumer
Technology,9/26/2013,509.95,Corporate
Furniture,9/27/2013,814.84,Consumer
Furniture,9/27/2013,844.73,Corporate
Office Supplies,9/27/2013,149.13,Consumer
Office Supplies,9/27/2013,112.97,Corporate
Office Supplies,9/27/2013,293.46,Home Office
Technology,9/27/2013,516.02,Home Office
Furniture,9/28/2013,841.87,Corporate
Office Supplies,9/28/2013,29.6,Consumer
Office Supplies,9/28/2013,2.56,Corporate
Technology,9/28/2013,"1,031.63",Consumer
Office Supplies,9/29/2013,94.18,Corporate
Office Supplies,9/30/2013,147.23,Consumer
Office Supplies,9/30/2013,26.17,Corporate
Office Supplies,9/30/2013,43.74,Home Office
Technology,9/30/2013,248.67,Consumer
Technology,9/30/2013,790.46,Corporate
Furniture,10/1/2013,445.33,Consumer
Office Supplies,10/1/2013,1.96,Consumer
Furniture,10/2/2013,527.58,Consumer
Office Supplies,10/2/2013,58.89,Consumer
Technology,10/2/2013,158.38,Consumer
Office Supplies,10/3/2013,55.89,Consumer
Office Supplies,10/3/2013,826.37,Corporate
Technology,10/3/2013,"18,899.95",Corporate
Furniture,10/4/2013,629.26,Consumer
Furniture,10/4/2013,41.13,Corporate
Furniture,10/4/2013,841.93,Home Office
Office Supplies,10/4/2013,14.55,Consumer
Office Supplies,10/4/2013,102.41,Home Office
Furniture,10/5/2013,258.52,Consumer
Furniture,10/5/2013,10.3,Corporate
Office Supplies,10/5/2013,59.15,Consumer
Office Supplies,10/5/2013,158.47,Home Office
Technology,10/5/2013,47.94,Corporate
Technology,10/5/2013,"4,751.92",Home Office
Office Supplies,10/7/2013,28.85,Consumer
Office Supplies,10/7/2013,28.39,Home Office
Technology,10/7/2013,709.94,Home Office
Office Supplies,10/8/2013,144.3,Consumer
Office Supplies,10/8/2013,4.44,Home Office
Technology,10/8/2013,720.34,Corporate
Furniture,10/9/2013,53.26,Corporate
Office Supplies,10/9/2013,454.18,Consumer
Office Supplies,10/9/2013,61.95,Home Office
Furniture,10/10/2013,286.24,Corporate
Furniture,10/10/2013,150.92,Home Office
Office Supplies,10/10/2013,17.03,Corporate
Office Supplies,10/10/2013,1.53,Home Office
Technology,10/10/2013,25.65,Corporate
Furniture,10/11/2013,14.84,Consumer
Furniture,10/11/2013,188.38,Corporate
Office Supplies,10/11/2013,17.54,Consumer
Office Supplies,10/11/2013,24.46,Corporate
Technology,10/11/2013,14.71,Corporate
Office Supplies,10/12/2013,30.09,Consumer
Furniture,10/14/2013,195.85,Consumer
Furniture,10/14/2013,901.44,Corporate
Office Supplies,10/14/2013,248.39,Consumer
Office Supplies,10/14/2013,171.75,Corporate
Technology,10/14/2013,178.54,Consumer
Furniture,10/15/2013,89.26,Consumer
Office Supplies,10/15/2013,158.36,Consumer
Office Supplies,10/15/2013,118.68,Corporate
Technology,10/15/2013,"1,421.59",Consumer
Technology,10/15/2013,"1,205.48",Corporate
Office Supplies,10/16/2013,298.2,Corporate
Office Supplies,10/16/2013,"1,233.73",Home Office
Technology,10/16/2013,5.5,Home Office
Furniture,10/17/2013,127.96,Corporate
Furniture,10/18/2013,113.72,Consumer
Furniture,10/18/2013,132.73,Home Office
Office Supplies,10/18/2013,331.78,Consumer
Office Supplies,10/18/2013,"2,120.87",Home Office
Technology,10/18/2013,400.47,Home Office
Furniture,10/19/2013,317.16,Consumer
Furniture,10/21/2013,51.58,Consumer
Furniture,10/21/2013,379.39,Corporate
Furniture,10/21/2013,62.32,Home Office
Office Supplies,10/21/2013,96.98,Consumer
Office Supplies,10/21/2013,16.79,Corporate
Technology,10/21/2013,346.27,Consumer
Furniture,10/22/2013,272.58,Consumer
Furniture,10/22/2013,"1,841.50",Corporate
Furniture,10/22/2013,40.56,Home Office
Office Supplies,10/22/2013,706.58,Consumer
Office Supplies,10/22/2013,137.54,Corporate
Office Supplies,10/22/2013,"4,572.41",Home Office
Technology,10/22/2013,430.6,Consumer
Furniture,10/23/2013,126.26,Consumer
Furniture,10/23/2013,27.63,Home Office
Office Supplies,10/23/2013,14.57,Consumer
Furniture,10/24/2013,15.19,Corporate
Office Supplies,10/24/2013,52.62,Corporate
Office Supplies,10/24/2013,336.98,Home Office
Office Supplies,10/25/2013,13.84,Corporate
Technology,10/25/2013,201.99,Consumer
Technology,10/25/2013,501.38,Corporate
Technology,10/25/2013,593.38,Home Office
Technology,10/26/2013,854.52,Corporate
Furniture,10/28/2013,766.41,Consumer
Office Supplies,10/28/2013,79.68,Consumer
Office Supplies,10/28/2013,68.95,Corporate
Office Supplies,10/28/2013,69.15,Home Office
Furniture,10/29/2013,257.58,Consumer
Furniture,10/29/2013,826.06,Corporate
Office Supplies,10/29/2013,157.55,Consumer
Office Supplies,10/29/2013,"1,225.93",Corporate
Technology,10/29/2013,314.47,Consumer
Furniture,10/30/2013,73.03,Consumer
Office Supplies,10/30/2013,11.98,Consumer
Office Supplies,10/30/2013,53.46,Corporate
Office Supplies,10/31/2013,13.46,Consumer
Office Supplies,10/31/2013,133.64,Corporate
Furniture,11/1/2013,522.41,Consumer
Furniture,11/1/2013,"1,914.72",Corporate
Office Supplies,11/1/2013,31.1,Consumer
Office Supplies,11/1/2013,"1,351.02",Corporate
Office Supplies,11/2/2013,120.61,Corporate
Office Supplies,11/2/2013,271.93,Home Office
Technology,11/2/2013,61.98,Consumer
Technology,11/2/2013,18.75,Home Office
Furniture,11/4/2013,"1,084.62",Consumer
Furniture,11/4/2013,493.66,Home Office
Office Supplies,11/4/2013,"1,732.48",Consumer
Office Supplies,11/4/2013,8.88,Corporate
Technology,11/4/2013,236.65,Consumer
Technology,11/4/2013,76.32,Home Office
Furniture,11/5/2013,125.04,Consumer
